id;date;x;y
20;02/06/2019 16:20;47.23199844;-2.38409996
22;02/06/2019 16:20;47.23157883;-2.383039951
23;02/06/2019 16:20;47.23146057;-2.383130074
24;02/06/2019 16:20;47.23144913;-2.382339954
25;02/06/2019 16:20;47.22505188;-2.38003993
26;02/06/2019 16:20;47.22539902;-2.379899979
27;02/06/2019 16:20;47.2262001;-2.380399942
28;02/06/2019 16:20;47.23017883;-2.38161993
29;02/06/2019 16:20;47.22529984;-2.380399942
3;02/06/2019 16:20;47.23384857;-2.38793993
30;02/06/2019 16:20;47.2282486;-2.381239891
32;02/06/2019 16:20;47.23215103;-2.386699915
34;02/06/2019 16:20;47.22700119;-2.380500078
36;02/06/2019 16:20;47.23260117;-2.382600069
38;02/06/2019 16:20;47.22359848;-2.398299932
39;02/06/2019 16:20;47.22629929;-2.380300045
4;02/06/2019 16:20;47.23073959;-2.381900072
40;02/06/2019 16:20;47.23054886;-2.381690025
41;02/06/2019 16:20;47.22930145;-2.381900072
42;02/06/2019 16:20;47.22853088;-2.381259918
43;02/06/2019 16:20;47.22660065;-2.377840042
44;02/06/2019 16:20;47.2285881;-2.381819963
45;02/06/2019 16:20;47.2330513;-2.384919882
46;02/06/2019 16:20;47.22927856;-2.382879972
48;02/06/2019 16:20;47.22480011;-2.379889965
5;02/06/2019 16:20;47.22639847;-2.381000042
6;02/06/2019 16:20;47.22813034;-2.381829977
7;02/06/2019 16:20;47.2298584;-2.381269932
8;02/06/2019 16:20;47.2310791;-2.382659912
9;02/06/2019 16:20;47.23283005;-2.383620024
33;02/06/2019 16:20;47.23279953;-2.384599924
19;02/06/2019 16:20;47.23168182;-2.382839918
1;02/06/2019 16:25;47.23160934;-2.383539915
10;02/06/2019 16:25;47.22809982;-2.381099939
11;02/06/2019 16:25;47.2290802;-2.381210089
12;02/06/2019 16:25;47.22900009;-2.381900072
13;02/06/2019 16:25;47.22940063;-2.382100105
14;02/06/2019 16:25;47.22949982;-2.3822999
15;02/06/2019 16:25;47.22850037;-2.381180048
16;02/06/2019 16:25;47.22919846;-2.3822999
17;02/06/2019 16:25;47.22900009;-2.382100105
18;02/06/2019 16:25;47.22900009;-2.380899906
2;02/06/2019 16:25;47.22980118;-2.382400036
20;02/06/2019 16:25;47.22980118;-2.382600069
21;02/06/2019 16:25;47.23059845;-2.382400036
22;02/06/2019 16:25;47.23109055;-2.383219957
24;02/06/2019 16:25;47.2312088;-2.382960081
25;02/06/2019 16:25;47.22851181;-2.381500006
26;02/06/2019 16:25;47.22869873;-2.381500006
28;02/06/2019 16:25;47.23097992;-2.382289886
29;02/06/2019 16:25;47.23040009;-2.382800102
3;02/06/2019 16:25;47.23228836;-2.383660078
30;02/06/2019 16:25;47.23014069;-2.382080078
31;02/06/2019 16:25;47.23003006;-2.382570028
32;02/06/2019 16:25;47.23062134;-2.382879972
33;02/06/2019 16:25;47.23139954;-2.38319993
34;02/06/2019 16:25;47.23210144;-2.383699894
35;02/06/2019 16:25;47.23091125;-2.383019924
36;02/06/2019 16:25;47.23320007;-2.384000063
38;02/06/2019 16:25;47.2234993;-2.386100054
39;02/06/2019 16:25;47.22990036;-2.381999969
4;02/06/2019 16:25;47.2299881;-2.382230043
40;02/06/2019 16:25;47.23123169;-2.383519888
41;02/06/2019 16:25;47.22890091;-2.381799936
42;02/06/2019 16:25;47.22845078;-2.380840063
43;02/06/2019 16:25;47.22885895;-2.381659985
44;02/06/2019 16:25;47.22872162;-2.381759882
46;02/06/2019 16:25;47.2282486;-2.381799936
47;02/06/2019 16:25;47.22967911;-2.38244009
48;02/06/2019 16:25;47.23020172;-2.382600069
5;02/06/2019 16:25;47.23109818;-2.3829
6;02/06/2019 16:25;47.23160172;-2.383189917
7;02/06/2019 16:25;47.23414993;-2.384720087
8;02/06/2019 16:25;47.22927856;-2.381819963
9;02/06/2019 16:25;47.23189163;-2.383430004
23;02/06/2019 16:25;47.23194885;-2.383599997
27;02/06/2019 16:25;47.23120117;-2.383300066
45;02/06/2019 16:25;47.22846985;-2.381819963
19;02/06/2019 16:25;47.22863007;-2.381479979
1;02/06/2019 16:30;47.2279892;-2.394769907
10;02/06/2019 16:30;47.22510147;-2.391000032
11;02/06/2019 16:30;47.22702026;-2.38854003
12;02/06/2019 16:30;47.22679901;-2.389899969
13;02/06/2019 16:30;47.22639847;-2.389699936
14;02/06/2019 16:30;47.22660065;-2.39260006
15;02/06/2019 16:30;47.22536087;-2.390160084
16;02/06/2019 16:30;47.22600174;-2.392800093
17;02/06/2019 16:30;47.22539902;-2.393100023
18;02/06/2019 16:30;47.22679901;-2.388299942
2;02/06/2019 16:30;47.22700119;-2.39260006
20;02/06/2019 16:30;47.22579956;-2.393699884
21;02/06/2019 16:30;47.22669983;-2.386600018
22;02/06/2019 16:30;47.22785187;-2.39428997
24;02/06/2019 16:30;47.22880936;-2.391170025
25;02/06/2019 16:30;47.22520065;-2.391459942
26;02/06/2019 16:30;47.22700119;-2.383300066
28;02/06/2019 16:30;47.22846985;-2.390919924
29;02/06/2019 16:30;47.22719955;-2.394500017
3;02/06/2019 16:30;47.22927856;-2.393239975
30;02/06/2019 16:30;47.22753906;-2.391930103
31;02/06/2019 16:30;47.22642899;-2.394439936
32;02/06/2019 16:30;47.22814178;-2.392800093
33;02/06/2019 16:30;47.22900009;-2.392299891
34;02/06/2019 16:30;47.22940063;-2.39289999
35;02/06/2019 16:30;47.22821045;-2.387510061
36;02/06/2019 16:30;47.22890091;-2.394900084
38;02/06/2019 16:30;47.22790146;-2.380800009
39;02/06/2019 16:30;47.22850037;-2.389199972
4;02/06/2019 16:30;47.22734833;-2.391030073
40;02/06/2019 16:30;47.22872925;-2.389719963
41;02/06/2019 16:30;47.2254982;-2.388099909
42;02/06/2019 16:30;47.22578049;-2.389219999
44;02/06/2019 16:30;47.22502899;-2.392119884
45;02/06/2019 16:30;47.22486115;-2.392970085
46;02/06/2019 16:30;47.22422028;-2.387820005
47;02/06/2019 16:30;47.22663116;-2.390029907
48;02/06/2019 16:30;47.22682953;-2.393520117
5;02/06/2019 16:30;47.22790146;-2.39380002
6;02/06/2019 16:30;47.22999954;-2.390559912
7;02/06/2019 16:30;47.23025131;-2.39560008
8;02/06/2019 16:30;47.22764969;-2.389960051
9;02/06/2019 16:30;47.2300415;-2.391979933
